Intersection,CrashCount,Latitude,Longitude
CST E 45TH ST & CST HARRISON ST,2,39.0453111,-94.5739341
CST NW 64TH ST & CST TOM WATSON PKWY EJ,2,39.2191172,-94.7332558
CST CLEVELAND AVE & CST E 9TH TER,2,39.101158,-94.53747589999999
CST PRESIDENT AVE & CST TROOST AVE,2,38.9785653,-94.5763377
CST N LONDON AVE & CST N LONDON AVE EJ,2,39.2224236,-94.632628
CO US69 TO MO1N & US 69,2,36.7724892,-94.9272491
CST E 6TH ST & CST INDIANA AVE,2,39.105101,-94.5418871
CST BENNINGTON AVE & CST E 101ST ST,2,38.9419344,-94.51198459999999
CST NE PARVIN RD & MO 1 WJ,2,39.1953361,-94.5485914
CST E 25TH ST & CST WOODLAND AVE,2,39.0810264,-94.56155369999999
NORTH OF MO 210 & PP PARKING LOT AT 4029 N PLEASANT AVE,2,39.1718851,-94.4162977
MO 150 & RP 279717,2,39.0997265,-94.5785667
CST NW LP COOKINGHAM DR & RP 5492,2,39.3112495,-94.6999611
CST E 16TH ST & CST THE PASEO,2,39.0938994,-94.5646275
CST MANCHESTER AVE & CST WILSON AVE,2,39.1073713,-94.5089248
RP 103969 & US 50,2,38.934795,-94.5300736
CST N OLIVE ST & CST NICHOLSON AVE,2,39.123231,-94.5533761
CST E 52ND TER & CST SKILES AVE,2,39.02901,-94.4903995
IS 70 WJ & RP 1039245,2,39.1139719,-94.6164971
CST AGNES AVE & CST E 24TH TER,2,39.0816333,-94.5476336
CST E 49TH ST & CST FARLEY AVE,2,39.0347713,-94.47941259999999
CST W 4TH ST & CST WASHINGTON ST,2,39.1084188,-94.5896673
CST E 87TH ST & RP 103909 EJ,2,39.0997265,-94.5785667
CST MILLWOOD DR & CST OLD SANTA FE RD,2,38.9603648,-94.5054315
ERM EAST IS 470 MILE 16 & IS 470,2,38.9385182,-94.4986725
CST NW 108TH ST & US 169,2,39.2115143,-94.589467
CST E 39TH TER & CST WILLOW AVE,2,39.0508344,-94.45459509999999
CST N EASTERN AVE EJ & CST NE 96TH ST,2,39.2675838,-94.5573189
ERM WEST IS 435 MILE 738 & IS 435,2,39.0986945,-94.4876066
ERM NORTH IS 49 MILE 1828 & US 71,2,35.322275,-94.2916567
ERM SOUTH IS 435 MILE 500 & IS 435,2,39.0986945,-94.4876066
ERM WEST IS 435 MILE 750 & IS 435,2,39.0986945,-94.4876066
CST E 108TH ST & CST MANCHESTER AVE,2,38.9293063,-94.49976629999999
CST COLLEGE AVE & CST E 40TH ST,2,39.05335669999999,-94.5456301
CST E 7TH ST & CST FREMONT AVE,2,39.0571469,-94.509708
RP 102833 EJ & US 24,2,39.083865,-94.5413747
ERM NORTH IS 435 MILE 568 & IS 435,2,39.0986945,-94.4876066
CST E 54TH ST & CST INDIANA AVE,2,39.0277354,-94.54586409999999
CST N CRESCENT AVE & CST NE 88TH ST,2,39.2511965,-94.4621392
CST N HOLLY ST & CST NW 109TH ST,2,39.2918808,-94.59353899999999
CST LONGVIEW RD SJ & EOR 49,2,39.0330627,-94.4544139
CST E 9TH ST & CST TRACY AVE,2,39.1030506,-94.56710000000001
CST BEACON AVE & CST E 102ND TER,2,38.9400579,-94.51622549999999
CST CHESTNUT AVE & CST E 50TH ST,2,39.0354836,-94.5523381
CST N OAKLEY AVE & CST NE 44TH TER,2,39.1747465,-94.5140205
CST E 137TH ST & CST RAYTOWN RD,2,38.8740127,-94.4764211
CST NW LP COOKINGHAM DR & RP 5495,2,39.3112495,-94.6999611
CST CONGRESS AVE & CST NW 73RD ST,2,39.2265412,-94.66838159999999
CST E 27TH ST & CST MONTGALL AVE,2,39.07706779999999,-94.5513271
CST E 19TH ST & CST KANSAS AVE,2,39.08992130000001,-94.5483452
CST E 59TH ST & CST WALNUT ST,2,39.0203903,-94.58689389999999
CST LONGVIEW RD & CST SUNNYSLOPE DR,2,38.9159801,-94.5213732
ERM EAST IS 470 MILE 40 & IS 470,2,38.9385182,-94.4986725
CST AVENIDA CESAR E CHAVEZ & CST WASHINGTON ST,2,39.0856779,-94.5902718
IS 35 & RP 227613,2,37.9418219,-96.7515814
CST N COSBY AVE & MO 45,2,39.2105725,-94.6467412
CST CRYSTAL AVE & CST E 114TH ST,2,38.9198027,-94.5027906
CST E 48TH TER & CST QUEEN RIDGE AVE,2,39.0318727,-94.39030869999999
CST E 27TH ST & CST WEST PASEO,2,39.0775319,-94.56525889999999
CST N DRURY AVE & CST N DRURY AVE,2,39.11241529999999,-94.51754559999999
CRD N STARK AVE & MO 291,2,39.2902266,-94.4741586
CST E 27TH ST & CST NORTON AVE,2,39.0765281,-94.5352429
CST N LAUREL AVE & CST NE 96TH ST,2,39.2675838,-94.5573189
CST JAMES A REED RD & CST OVERHILL RD,2,38.9456832,-94.49434579999999
CST N EUCLID AVE & CST NE 54TH ST,2,39.1913838,-94.555244
CST CAMBRIDGE AVE & CST ROBERTS ST,2,39.1068392,-94.5397262
CST COMMERCE & CST UNIVERSAL AVE,2,39.1341797,-94.506101
CST E 54TH TER & CST NOLAND RD,2,39.0216329,-94.4162767
CST E 60TH ST & CST ELMWOOD AVE,2,39.0166297,-94.53263570000001
CST E 89TH ST & CST SIOUX TRL,2,38.9664903,-94.5847988
CST VAN BRUNT BLVD & US 40,2,39.0685683,-94.4999723
CST N DONNELLY AVE & CST NE 75TH TER,2,39.2301636,-94.4797739
CST E 117TH PL & CST PALMER AVE,2,38.9119102,-94.50398779999999
RP 103813 & US 24,2,41.3564944,-84.2278408
CST BELLEFONTAINE AVE & CST PEERY AVE,2,39.0995749,-94.54598969999999
ERM NORTH IS 29 MILE 130 & IS 29,2,39.2251259,-94.6505079
CST E 12TH ST & RP 5909 WJ,2,39.0997265,-94.5785667
CO STADIUM DR TO HARDESTY AVE & CST STADIUM DR,2,39.0952547,-94.5193101
CST GARDNER ST & CST N AGNES AVE,2,39.1241829,-94.5453935
CST DENVER AVE & CST E 22ND ST,2,39.0851783,-94.5221227
CST MARION PARK DR & IS 435,2,38.9500097,-94.5359167
CST E 16TH ST & CST MCGEE ST,2,39.094424,-94.58000679999999
CST W 50TH ST & CST WORNALL RD,2,39.0369342,-94.59197280000001
CST E 117TH ST & CST WINCHESTER AVE,2,38.9114847,-94.5110627
CST HOLMES RD & RP 279717,2,39.0997265,-94.5785667
CST BENNINGTON AVE & CST WINNER RD,2,39.1065592,-94.50506969999999
ERM SOUTH IS 435 MILE 670 & IS 435,2,39.0986945,-94.4876066
CST 58TH ST & CST CRYSLER,2,39.0171756,-94.436403
CST E 72ND ST & CST OAK ST,2,38.9973905,-94.58465079999999
ERM NORTH IS 29 MILE 158 & IS 29,2,39.2251259,-94.6505079
CST E 37TH ST & CST WAYNE AVE,2,39.0594274,-94.5649754
CST E 30TH ST & CST FLORA AVE,2,39.0721174,-94.56546999999999
IS 35 & RP 5956,2,37.9418219,-96.7515814
CST JARBOE ST & CST W 46TH ST,2,39.0443759,-94.5996066
CST BROADWAY BLVD & CST SEVENTH ST,2,39.1055645,-94.5881611
CST CHELSEA AVE & CST E 39TH ST,2,39.05551699999999,-94.5270213
CST E 58TH ST & CST MERSINGTON AVE,2,39.0205819,-94.5405021
CST BELLEVIEW AVE & CST GREGORY BLVD,2,38.99991929999999,-94.60074250000001
ERM NORTH IS 435 MILE 674 & IS 435,2,39.0986945,-94.4876066
CST E 27TH ST & CST LAWN AVE,2,39.0763383,-94.5288686
CST CHARLOTTE ST & RP 944966,2,39.0997265,-94.5785667
CST BROADWAY BLVD MJ & CST PENN VALLEY DR,2,39.0757309,-94.5900201
CST MYRTLE AVE & CST SMART AVE,2,39.10940069999999,-94.5351865
CST NW 101ST ST & CST SKYVIEW AVE,2,39.2763042,-94.65364609999999
CST N CONGRESS AVE & CST SCHOOL ACCESS RD,2,39.0733295,-94.3727881
CST BALES AVE & CST E 40TH ST,2,39.0532797,-94.54332989999999
CST E 38TH ST & CST ELMWOOD AVE,2,39.056512,-94.53044899999999
CST MAIN ST & CST W 18TH ST,2,39.0911496,-94.59176
RP 904715 & RT AA,2,39.0082956,-94.2298006
CST E 113TH TER & CST SYCAMORE TER,2,38.9215521,-94.4975643
CST E 42ND ST & CST MONTGALL AVE,2,39.0500009,-94.5527293
CST E 48TH ST & CST OAK ST,2,39.0401761,-94.5824239
IS 70 & RP 5926,2,39.1139719,-94.6164971
CST N ANTIOCH RD & CST NE 82ND TER,2,39.2418975,-94.53450529999999
CST E 60TH ST & CST FOREST AVE,2,39.0182492,-94.5731294
CST CLEVELAND AVE & CST E 21ST ST,2,39.0862266,-94.53823279999999
CST E 60TH ST & CST TRACY AVE,2,39.018207,-94.5719981
BRIDGE L0873 & CST NW BARRY RD,2,39.2468075,-94.6569937
CST KENSINGTON AVE & CST WINDSOR AVE,2,39.1138856,-94.53029629999999
CST SOUTHWEST TRFY & CST SUMMIT ST,2,39.0785562,-94.5939909
CST BYRAMS FORD RD & CST E 57TH ST,2,39.02052949999999,-94.49102160000001
CST BLUE PKWY EJ & CST DR MARTIN LUTHER KING JR BLVD,2,39.036285,-94.54283
CST N RANDOLPH AVE & CST NE 109TH ST,2,39.2916447,-94.4914063
CST E 47TH ST & CST LAWN AVE,2,39.0401552,-94.5301391
CST E 22ND ST & CST INDIANA AVE,2,39.0853225,-94.54287579999999
CST BRISTOL TER & CST LONGVIEW RD,2,38.9151538,-94.5086664
CST OAK ST NJ & CST ROCKHILL RD,2,39.0243631,-94.5762978
CST E 11TH ST & CST JACKSON AVE,2,39.0994009,-94.5330827
ERM SOUTH IS 435 MILE 666 & IS 435,2,39.0986945,-94.4876066
CST E 86TH ST & CST HILLCREST RD,2,38.9694811,-94.5210153
MO 150 & RP 1035731,2,39.0997265,-94.5785667
ERM SOUTH IS 49 MILE 1778 & IS 49,2,38.9088951,-94.5236745
CST E 54TH ST & CST SOUTH BENTON ST,2,39.0282221,-94.55161559999999
CST FREEMONT RD & US 40,2,39.0352972,-94.4078378
BRIDGE L0248 & RP 282764,2,39.0997265,-94.5785667
CST E 68TH ST & CST MONROE AVE,2,39.0029042,-94.54384879999999
CST COLLEGE AVE & CST E 35TH ST,2,39.0623923,-94.54515409999999
RP 5928 & RT W,2,39.1634972,-94.7893684
IS 470 & RP 904627,2,39.0997265,-94.5785667
CST E 52ND TER & CST EASTERN AVE,2,39.02840130000001,-94.4991373
CST E 83RD ST & CST EUCLID AVE,2,38.9769794,-94.5648686
CST GREGORY BLVD & CST STATE LINE RD,2,39.0001815,-94.6078739
CST W 70TH TER & CST WORNALL RD,2,39.0003436,-94.5937886
CST CHARLOTTE ST & RP 944965,2,39.0997265,-94.5785667
CST LIBERTY ST & IS 70,2,39.0726379,-94.52677
IS 35 & RP 1093395,2,37.9418219,-96.7515814
CST E 36TH ST & CST SOUTH BENTON AVE,2,39.0604754,-94.5498673
CST E 81ST ST & CST GRAND AVE,2,38.9811786,-94.587795
CST SWOPE PKWY & CST THE PASEO,2,39.02064,-94.541803
CST N PRATHER RD & CST NE PARVIN RD SJ,2,39.168743,-94.5108184
CST N HARRISON ST & CST NE SHOAL CREEK PKWY,2,39.2528773,-94.5675384
CST JEFFERSON ST & CST W 12TH ST,2,39.1003692,-94.5940243
CST HICKMAN MILLS DR WJ & CST LONGVIEW RD,2,38.9161336,-94.5232058
CST E 87TH ST WJ & RP 227792,2,39.0997265,-94.5785667
CST MANCHESTER TRFY & US 24,2,39.083865,-94.5413747
CST NW COOKINGHAM DR & RP 901705,2,39.3110205,-94.6649833
IS 435 & RP 1093094,2,39.1945658,-94.76269
IS 470 MJ & RP 903073,2,39.0997265,-94.5785667
CST CYPRESS AVE & CST THOMPSON AVE,2,39.1073931,-94.5294547
CST E 96TH ST & CST NW PRYOR RD,2,38.9465206,-94.410673
CST BALES DR & CST E 93RD ST,2,38.9555919,-94.5026508
CST E 14TH TER & CST OAK ST,2,39.0967023,-94.5787146
ERM SOUTH IS 435 MILE 654 & IS 435,2,39.0986945,-94.4876066
CST AVENIDA CESAR E CHAVEZ & CST MADISON AVE,2,39.0858441,-94.5947123
CST BANNISTER RD & CST S HICKMAN MILLS DR,2,38.9494977,-94.5371918
ERM SOUTH IS 435 MILE 644 & IS 435,2,39.0986945,-94.4876066
CST E 53RD ST & CST WAYNE AVE,2,39.0305793,-94.56661
CRD STATE LINE RD & CST W 79TH ST,2,38.9856121,-94.60812829999999
CST E 56TH ST & CST NORTON AVE,2,39.0241265,-94.5379786
CST INDEPENDENCE BLVD & CST WABASH AVE,2,39.1063728,-94.55264629999999
CST E 14TH ST & CST OAK ST,2,37.9642529,-91.8318334
CST E 23RD ST & CST KANSAS AVE,2,39.0844267,-94.5477045
CST E 84TH ST & CST LYDIA AVE,2,38.9740376,-94.5719114
CST INDEPENDENCE AVE & CST W 5TH ST,2,39.1075628,-94.5869357
CST HIGHLAND AVE & CST INDEPENDENCE BLVD,2,39.1644096,-94.8352202
CST BELLAIRE AVE & CST E 100TH ST,2,38.9430452,-94.5212043
CST E 83RD ST & MO 350,2,38.9715101,-94.4421196
CST N LISTER AVE & CST NE SUNNYBROOK LN,2,39.1700033,-94.52377369999999
CST JACKSON AVE & CST NORLEDGE AVE,2,39.1158587,-94.5278542
CST MANCHESTER TFWY TER & CST MANCHESTER TRFY,2,39.0149326,-94.5279138
ERM SOUTH IS 435 MILE 354 & IS 435,2,39.1339451,-94.4991332
CST PAVILION RD & CST STARLIGHT RD NJ,2,40.0583238,-74.4056612
CST N CHURCH RD & CST NE 104TH ST,2,39.2809204,-94.4363401
CST BRIGHTON AVE & CST SCARRITT AVE,2,39.114426,-94.5232678
ERM NORTH IS 29 MILE 88 & IS 29,2,39.2251259,-94.6505079
CST E 81ST ST & CST INDIANA AVE,2,38.97949759999999,-94.5484918
CST CHESTNUT AVE & CST E 35TH ST,2,39.0625673,-94.55090849999999
CST ACCESS RD WJ & CST TRUMAN RD,2,39.0963998,-94.5833556
CST CYPRESS AVE & CST E 17TH ST,2,39.0908469,-94.5301198
CST BLUE PKWY WJ & MO 350,2,38.9737736,-94.440939
CST N MONTCLAIR & CST NW 78TH PL,2,39.2389277,-94.6434048
CST E 51ST ST & CST WALNUT ST,2,39.034862,-94.5861626
CST BELLEVIEW PL & CST W 33RD ST,2,39.0678315,-94.5975416
CST BROOKSIDE PLZ & CST W 62ND TER,2,39.014857,-94.5900906
CST E 20TH ST & CST QUINCY AVE,2,39.0870142,-94.52318810000001
CST E 23RD ST & CST MC KINLEY AVE,2,39.0804782,-94.4812946
CST E 26TH ST & CST WEST PASEO,2,39.0785773,-94.5663982
CST CHERRY ST & CST E 51ST ST,2,39.0346666,-94.58033270000001
CST E 67TH ST & CST OLIVE ST,2,39.0053856,-94.5588432
CST E 68TH TER & CST EWING AVE,2,39.000256,-94.5081474
IS 70 & RP 1039745,2,39.1139719,-94.6164971
CST CALICO DR & CST WALROND AVE,2,38.9222005,-94.5542701
CST NW COOKINGHAM DR & RP 5500,2,39.3110205,-94.6649833
CST STATE LINE RD & CST W 44TH ST,2,39.0483004,-94.6073495
CST N NORTHWOOD AVE & CST N ROANRIDGE RD,2,39.2133495,-94.6405966
CST WARD PKWY & CST WESTOVER RD,2,39.0256275,-94.60239179999999
CST E 91ST TER & CST WALNUT ST,2,38.9621923,-94.5898349
CST E 77TH TER & CST THE PASEO,2,38.9859754,-94.56676279999999
CO RAMP TO STADIUM DR & CST STADIUM DR,2,39.1262955,-94.829971
CST E 103RD ST & CST VIRGINIA AVE,2,38.9406077,-94.57466559999999
PP 13301 STATE LINE RD & SOUTH OF CST W 133RD ST,2,38.886149,-94.60736899999999
CST LEXINGTON AVE & CST WABASH AVE,2,39.0431529,-94.5554187
CST E 16TH CT & CST JACKSON AVE,2,39.0916072,-94.5333507
CST JARBOE ST & CST W 17TH ST,2,39.093168,-94.596841
IS 470 & RP 904627 WJ,2,39.0997265,-94.5785667
BRIDGE A6570 & CST PENN VALLEY DR,2,39.0757309,-94.5900201
CST NW 85TH TER & CST NW 85TH TER SJ,2,39.2489478,-94.6652527
ERM SOUTH IS 435 MILE 518 & IS 435,2,39.0986945,-94.4876066
ERM SOUTH IS 435 MILE 606 & IS 435,2,39.0986945,-94.4876066
CST NE 96TH ST & CST NE SHOAL CREEK PKWY EJ,2,39.2350307,-94.4916411
CST E 58TH ST & CST OAK ST,2,39.0220803,-94.5834058
CST E 72ND ST & CST GRAND AVE,2,38.9974907,-94.5869506
CST E 60TH ST & CST JACKSON AVE,2,39.01678,-94.5372939
ERM NORTH IS 435 MILE 506 & IS 435,2,39.0986945,-94.4876066
CST E 12TH ST & CST OLIVE ST,2,39.0989723,-94.55373639999999
CST E 111TH ST & CST HERRICK AVE,2,38.9224509,-94.4961055
CST ESS RD & CST NW ESS RD,2,38.9920877,-94.3998922
CST BLUE RIDGE BLVD & CST EIGHTH ST,2,39.1005475,-94.4770788
CST N HUNTER & CST NE 74TH TER,2,39.2286075,-94.47233539999999
CST N DONNELLY AVE & CST NE 74TH TER,2,39.2270099,-94.48116290000002
IS 435 & RP 227424,2,39.1945658,-94.76269
CST N CLEVELAND AVE & CST NE VIVION RD,2,39.1880426,-94.53458150000002
CST AGNES AVE & CST E 77TH ST,2,38.9860649,-94.5528348
CST AVENIDA CESAR E CHAVEZ & CST MONITOR PL,2,39.0859707,-94.5954895
CST ASKEW AVE & CST E 38TH ST,2,39.056862,-94.5419922
CST BERKLEY PKWY & CST BERKLEY PLAZA,2,39.1156393,-94.5711395
CST E 10TH ST & CST OLIVE ST,2,39.1016529,-94.55359659999999
CST E 68TH ST & CST WALROND AVE,2,39.0031652,-94.54965849999999
CST LYNN AVE & CST WOODLAND AVE,2,39.0729463,-94.5620526
CST THE PASEO & RP 6072 SJ,2,39.0997265,-94.5785667
CST NE VIVION RD & CST NW VIVION RD,2,39.1809752,-94.58137590000001
CST BALES AVE & CST E 25TH ST,2,39.080375,-94.54194389999999
MO 150 & RP 1035726,2,39.0997265,-94.5785667
CST W 27TH ST & RP 904623,2,39.0997265,-94.5785667
CST N MC GEE ST & CST NE COOKINGHAM DR,2,39.3038057,-94.5767115
CST E 73RD ST & CST MAIN ST,2,38.99577850000001,-94.5893689
IS 70 & RP 1060474,2,39.1139719,-94.6164971
CST E 107TH TER & CST HILLCREST RD,2,38.9302251,-94.5229097
CST N WAUKOMIS DR & CST NW 81ST ST,2,39.2418418,-94.64291
ERM WEST IS 470 MILE 02 & IS 470,2,38.9385182,-94.4986725
CST CHERRY ST & CST E 59TH ST,2,39.02018959999999,-94.5811448
CST GREGORY BLVD & CST WAYNE AVE,2,38.9984961,-94.56841709999999
CST CLEVELAND AVE & CST E 67TH TER,2,39.0037585,-94.5426502
CST N ANTIOCH RD & CST NE 37TH ST,2,39.1611076,-94.5468145
CST E 108TH ST & CST E 108TH TER,2,38.9320381,-94.5790565
IS 435 & RP 903073,2,39.1945658,-94.76269
IS 35 & RP 227622,2,37.9418219,-96.7515814
CST HUNTER ST & US 40,2,39.0685683,-94.4999723
CST E 10TH ST & CST HARRISON ST,2,39.1019465,-94.5710244
CST N LONDON AVE & CST NW 64TH ST,2,39.2104491,-94.63272189999999
CST E 82ND ST & CST MAIN ST,2,38.9794592,-94.5901997
IS 49 & RP 904626,2,35.322275,-94.2916567
CST BENTON AVE & CST E 57TH ST,2,39.0228056,-94.55228989999999
CST NW 79TH PL & CST NW 79TH TER,2,39.2390901,-94.6718542
CST PROSPECT AVE & SOR 70,2,39.0726379,-94.52677
CST E 46TH ST & CST MONTGALL AVE,2,39.0427466,-94.55310940000001
CST N BRIGHTON AVE & NOR 210,2,39.1545717,-94.4674
IS 29 & RP 6082,2,44.0601515,-96.7587425
CST STATE LINE RD & RT W,2,38.9740714,-94.608178
CST E 70TH ST & CST MYRTLE AVE,2,38.9992778,-94.5408683
CST N OVERLAND DR EJ & CST NW 72ND ST,2,39.2250138,-94.6029724
CST N LISBON AVE & CST N MANILA ST,2,39.0997265,-94.5785667
CST PARIS ST & RP 103554,2,39.0997265,-94.5785667
RP 1039736 EJ & US 40,2,39.0685683,-94.4999723
CST N VIRGINIA AVE & CST NE 52ND PL,2,39.1897482,-94.5639213
CST N WOODLAND AVE & CST NE 37TH TER,2,39.162183,-94.5584544
CST E 98TH TER & CST VIEW HIGH DR,2,38.945125,-94.45706059999999
CST MONROE AVE & CST RIVER FRONT RD,2,39.1420336,-94.5286137
CST WARD PKWY NJ & CST WORNALL RD,2,38.9669343,-94.5954431
CST LONGVIEW RD NJ & EOR 49,2,39.0330627,-94.4544139
CST BELL ST & CST W 32ND ST,2,39.069815,-94.60682109999999
ERM WEST IS 70 MILE 36 & IS 70,2,39.716775,-104.225851
CST N ANTIOCH RD & CST NE 52ND ST,2,39.1885524,-94.54879509999999
CST E 104TH ST & CST GRANDVIEW RD,2,38.9375506,-94.54124589999999
RP 1039246 & US 71,2,39.0966226,-94.5729289
CST BANK ST & CST W 9TH ST,2,39.1038817,-94.5920954
CST N POOL AVE & CST N SUMMIT ST,2,39.2950951,-94.5902364
CST GARNER AVE & CST MONROE AVE,2,39.1085715,-94.537558
CST BALES AVE & CST E 69TH ST,2,39.0011948,-94.5462601
CST E 45TH ST & CST TRACY AVE,2,39.0452029,-94.5702245
CST NORBY TER & CST RED BRIDGE RD,2,38.9248576,-94.5586874
CST E 18TH ST & CST WALROND AVE,2,39.0906136,-94.54547099999999
CST NW 108TH ST & RP 1038274,2,39.0997265,-94.5785667
CST BOTTS RD & RP 1035726,2,38.8660795,-94.5458652
CST LONGVIEW RD & CST LONGVIEW RD,2,38.9145854,-94.487962
CST E 30TH ST & CST HARRISON ST,2,39.0723569,-94.5725128
CST NW COOKINGHAM DRIVE SJ & IS 435,2,39.1339451,-94.4991332
RP 6056 & US 71,2,39.0168796,-94.5553908
CST BELLEFONTAINE AVE & CST E 74TH ST,2,38.9923503,-94.5513573
CST E 34TH ST & CST PARK AVE,2,39.0645698,-94.55659329999999
BRIDGE A8783 & IS 29,2,39.2251259,-94.6505079
CST DE GROFF WAY & CST E 31ST ST,2,39.070888,-94.58093509999999
CST E 99TH ST & CST GRAND AVE,2,38.9485563,-94.58925289999999
CST W 67TH ST & CST WARD PKWY,2,39.0076337,-94.60252150000001
CST BELMONT AVE & CST E 96TH ST,2,38.94874960000001,-94.5172066
ERM WEST IS 70 MILE 14 & IS 70,2,39.0726379,-94.52677
CST W 89TH ST & CST WARD PARKWAY MEDIAN XING,2,38.9671632,-94.6052364
CST N CHOUTEAU DR & CST NE 46TH ST,2,39.1772679,-94.53829119999999
CST W 62ND ST & CST WORNALL RD,2,39.0158446,-94.5931457
CST NE 50TH ST & CST NE SAN RAFAEL DR,2,39.1866165,-94.48140939999999
CST E 25TH ST & CST NORTON AVE,2,39.0801539,-94.5350852
CST BENNINGTON AVE & CST E 13TH ST,2,39.09557360000001,-94.50549009999999
CST NW 70TH TER & CST NW WAUKOMIS DR,2,39.221916,-94.6256219
CST E 96TH ST & CST POPE ST,2,39.0997265,-94.5785667
CST N BROADWAY BLVD & CST W 19TH TER,2,39.0910646,-94.58884599999999
CST PARIS ST & RP 901703,2,39.0997265,-94.5785667
CST N PLATTE BROOKE DR & CST N STRATHBURY AVE,2,39.23022880000001,-94.6297072
CST BRUSH CREEK BLVD & CST ROCKHILL RD,2,39.0426745,-94.5788797
CST E 87TH ST & RP 227793 MJ,2,39.0997265,-94.5785667
CST ELMWOOD DR & CST GRANDVIEW RD,2,38.9360611,-94.5412221
CST LONGVIEW RD & WOR 49 EJ,2,39.0330627,-94.4544139
CST E 10TH ST & CST NORTON AVE,2,39.1006547,-94.53451799999999
CST N RUSSELL RD & CST N TERRACE DR,2,39.1664161,-94.5386216
CST E 81ST TER & CST THE PASEO,2,38.9799656,-94.56704889999999
CST 63RD ST & RP 227749,2,39.0997265,-94.5785667
CST E 70TH ST & CST THE PASEO,2,39.00010950000001,-94.5629275
CST E 89TH ST & CST ELM AVE,2,38.9624151,-94.4964623
CST N BENNINGTON AVE & CST NE 49TH ST,2,39.1824667,-94.5027418
CST E 27TH TER & CST TOPPING AVE,2,39.0752044,-94.5157042
CST N BRIGHTON AVE & RP 277207,2,39.0997265,-94.5785667
CST E 21ST ST & CST MONTGALL AVE,2,39.086664,-94.55087710000001
CST N CONGRESS AVE & CST NW 78TH ST,2,39.23845499999999,-94.66835599999999
CST N CAMPBELL ST & CST NE 43RD TER,2,39.173196,-94.5682824
CST GENESSEE ST & CST W 45TH ST,2,39.0463925,-94.6057041
CST CORRINGTON AVE & CST TRUMAN RD,2,39.0963998,-94.5833556
IS 70 NJ & RP 1039244,2,39.0997265,-94.5785667
CST E 23RD ST & CST TRACY AVE,2,39.0848773,-94.5679783
CST E 16TH ST & CST WHITE AVE,2,39.0921153,-94.51255069999999
BRIDGE L0530 & IS 49,2,38.9088951,-94.5236745
CST BANNISTER RD & CST WOODSON RD,2,38.9498558,-94.4475219
CST 64TH ST & CST N PENNSYLVANIA AVE,2,39.2996816,-94.5861606
CST NW 53RD ST & CST NW WAUKOMIS DR,2,39.1902931,-94.6066663
ERM WEST IS 70 MILE 66 & IS 70,2,39.0726379,-94.52677
CST CHERRY ST & CST E 27TH TER,2,39.0779637,-94.5773814
IS 35 & RP 103754,2,37.9418219,-96.7515814
CST BENNINGTON AVE & CST ST JOHN AVE,2,39.1119365,-94.50514720000001
CST MAIN ST & CST W 40TH WAY,2,39.0530264,-94.5868104
CST E 64TH CT & CST NORFLEET RD,2,39.0058626,-94.4309832
US 24 WJ & US 40,2,39.0685683,-94.4999723
CST CHARLOTTE ST & CST E 44TH ST,2,39.0472122,-94.57614149999999
CST CAMPBELL ST & CST GILLHAM RD,2,39.045723,-94.57508039999999
ERM NORTH IS 435 MILE 452 & IS 435,2,39.0986945,-94.4876066
CST RUSKIN WAY & CST SYCAMORE TER,2,38.9203969,-94.4973849
CST N PRAIRIE VIEW RD & WOR 29 EJ,2,39.0709343,-94.4772008
ERM NORTH IS 435 MILE 710 & IS 435,2,39.0986945,-94.4876066
CST E 12TH ST & CST LAWNDALE AVE,2,39.0976436,-94.5157153
CST ADMIRAL BLVD & CST HIGHLAND AVE,2,39.105265,-94.56151140000001
CST E 23RD ST & US 24 EJ,2,39.083865,-94.5413747
CST E 110TH ST & CST HERRICK AVE,2,38.9241564,-94.49583059999999
CST STATE LINE RD & CST W 88TH ST,2,38.9689507,-94.5999779
CST AGNES AVE & CST E 69TH ST,2,39.0014605,-94.5520753
BRIDGE A6253 & RP 905560,2,39.0997265,-94.5785667
CST HELSINKI DR & CST ROME CIRCLE EXIT,2,60.16985569999999,24.938379
CST N PARK AVE & CST NE VIVION RD,2,39.1839939,-94.5521864
ERM EAST IS 70 MILE 20 & IS 70,2,39.0726379,-94.52677
CST QUINCY AVE & CST SMART AVE,2,39.108961,-94.5224078
CST 35TH ST & CST BLUE RIDGE CUTOFF,2,39.0596487,-94.4722728
CST 53RD TER & CST BYRAMS FORD RD,2,39.026801,-94.4857112
CST CAMPBELL ST & CST E 34TH ST,2,39.0652839,-94.57394169999999
CST E 37TH ST & CST ELMWOOD AVE,2,39.0583285,-94.53035589999999
IS 29 & RP 901709,2,44.0601515,-96.7587425
CST E 84TH ST & CST WAYNE AVE,2,38.9753629,-94.5695602
IS 29 & RP 1039747 SJ,2,44.0601515,-96.7587425
RP 5504 & US 169,2,39.4769535,-94.5681
ERM NORTH IS 435 MILE 666 & IS 435,2,39.0986945,-94.4876066
CST BROADWAY BLVD & RP 934561,2,39.0997265,-94.5785667
RP 1093394 & US 169,2,39.2115143,-94.589467
CST BROOKLYN AVE & CST E 81ST ST,2,38.9790514,-94.56247429999999
CST WORLDS OF FUN DR & RP 227550,2,39.1772716,-94.4894838
CST E 16TH TER & CST WINCHESTER AVE,2,39.0912069,-94.5011808
