Intersection,CrashCount,Latitude,Longitude
CST E 12TH ST & CST VAN BRUNT BLVD,32,39.0979886,-94.52606449999999
CST N INDIANA AVE & MO 152,32,39.2549704,-94.6047934
CST ADMIRAL BLVD & IS 29,32,39.1054489,-94.5704685
CST N OAK TRFY & CST NE 79TH TER,32,39.2380793,-94.5760289
CST HILLCREST RD & CST OLDHAM RD,32,38.9895437,-94.5193202
MO 210 & RP 1070573,32,39.0997265,-94.5785667
CST BLUE RIDGE BLVD & CST E 43RD ST,32,39.0437344,-94.43848779999999
CST E 24TH ST & CST VAN BRUNT BLVD,32,39.0814908,-94.5211673
CST DR MARTIN LUTHER KING JR BLVD & CST FAIRWAY DR,32,39.03063179999999,-94.51053549999999
CST CHOUTEAU TRFY & CST N CLEVELAND AVE,32,39.1728393,-94.53499599999999
CST LINWOOD BLVD & CST THE PASEO,32,39.0685352,-94.5668072
CST W 72ND ST & CST WORNALL RD,32,38.9977975,-94.59397930000002
CST NW 64TH ST & IS 29,32,39.209917,-94.5817894
CST N COSBY AVE & CST NW 64TH ST,31,39.2105725,-94.6467412
CST E 31ST ST & CST OAK ST,31,39.0708514,-94.5800587
CST E 103RD ST & CST HOLMES RD,31,38.9418759,-94.5826
CST E 39TH ST & CST JACKSON AVE,31,39.0548438,-94.5351716
IS 70 SJ & US 71,31,39.0966226,-94.5729289
IS 435 & RP 5405,31,39.1945658,-94.76269
CST E 12TH ST & CST ELMWOOD AVE,31,39.0981193,-94.53025029999999
CST INDEPENDENCE AVE & CST SPRUCE AVE,31,39.1056512,-94.53146670000001
CST BROADWAY & CST W 47TH ST,31,39.0424957,-94.5975984
CST BALES AVE & CST INDEPENDENCE AVE,31,39.10595989999999,-94.54048230000001
CST CLEAVER II BLVD & CST E 35TH ST,31,39.0617657,-94.52480729999999
IS 35 & RP 944961,31,37.9418219,-96.7515814
CST BELMONT BLVD & CST ST JOHN AVE,31,39.1121355,-94.5093467
CST GREGORY BLVD & CST JAMES A REED RD,31,38.995469,-94.49194419999999
CST FRONT ST & CST N TOPPING AVE,31,39.1304718,-94.5141836
CST HOLMES RD & CST MINOR DR,31,38.921264,-94.58371389999999
CST BANNISTER RD & CST DRURY AVE,31,38.9532238,-94.5251012
CST E 77TH ST & CST TROOST AVE,31,38.9879575,-94.57586049999999
CST SOUTHWEST TRFY & CST W 38TH ST,31,39.0581115,-94.5952815
CST W 85TH ST & CST WORNALL RD,31,38.9741518,-94.59509419999999
CST CLEAVER II BLVD & CST ROCKHILL RD,31,39.041935,-94.5785559
CST BLUE RIDGE BLVD & CST E 111TH ST,31,38.9224663,-94.50935109999999
CST W 43RD ST & CST WESTPORT RD,31,39.0498103,-94.59862199999999
CST PHELPS RD & US 40,30,39.0350141,-94.400627
CST BANNISTER RD & CST LYDIA AVE,30,38.9550471,-94.5727031
CST W 50TH ST & CST WARD PKWY,30,39.03638309999999,-94.60174549999999
CST E 19TH ST & CST THE PASEO,30,39.0898795,-94.5645547
CST ADMIRAL BLVD & RP 5993,30,39.1054489,-94.5704685
CST E 59TH ST & CST PROSPECT AVE,30,39.0192776,-94.55581199999999
CST CLEAVER II BLVD & CST E 39TH ST,30,39.0543986,-94.5206525
CST TRUMAN RD & CST WINCHESTER AVE,30,39.0935943,-94.50102609999999
CST NW BARRY RD & IS 29,30,39.2457433,-94.5822122
CST N GREEN HILLS RD & MO 152,30,39.2549704,-94.6047934
CST E 41ST ST & CST TROOST AVE,30,39.0525204,-94.5723249
CST E 87TH ST & MO 350,30,38.9632748,-94.4258279
CST E 9TH ST & CST VAN BRUNT BLVD,30,39.1017113,-94.5259533
CST CENTRAL ST & IS 670,30,39.1057126,-94.586348
CST BROOKLYN AVE & CST E 29TH ST,30,39.0736483,-94.5572939
CST E 63RD ST & RP 984133,30,39.0997265,-94.5785667
CST NE PARVIN RD & IS 435,30,39.168743,-94.5108184
CST E 51ST ST & CST PROSPECT AVE,30,39.0337628,-94.5547429
CST NW BARRY RD & US 169,30,39.2115143,-94.589467
CST EWING AVE & CST WINNER RD,30,39.1068469,-94.5026862
CST W 56TH ST & CST WARD PKWY,30,39.0268459,-94.60331289999999
CST E 31ST ST & CST HARRISON ST,30,39.0705584,-94.5726013
CST GREGORY BLVD & CST WARD PKWY,29,39.0000236,-94.60301969999999
CST 63RD ST & IS 435,29,39.0133838,-94.5823983
CST BELLEVIEW AVE & CST W 44TH ST,29,39.0480422,-94.5982564
IS 435 & RP 5912,29,39.1945658,-94.76269
CST BROADWAY BLVD & CST TRUMAN RD,29,39.0957207,-94.5886197
CST E 57TH ST & US 71,29,39.0228946,-94.55455239999999
CST BLUE RIDGE BLVD & CST E WINNER RD,29,39.1076406,-94.4798387
CST BALTIMORE AVE & CST W 39TH ST,29,39.0566203,-94.587324
MO 152 & RP 5950,29,39.2556341,-94.603027
CST N RANDOLPH RD & CST NE PARVIN RD,29,39.1683765,-94.4917215
CST E 72ND ST & CST TROOST AVE,29,38.9969936,-94.5754072
CST ELMWOOD AVE & CST INDEPENDENCE AVE,29,39.1055292,-94.5280112
CST E 18TH ST & CST INDIANA AVE,29,39.0904949,-94.54259069999999
CST GRANDVIEW RD & CST RED BRIDGE RD,29,38.9238751,-94.53233209999999
CST E 12TH ST & CST OAK ST,29,39.0997872,-94.57855850000001
CST EUCLID AVE & CST LINWOOD BLVD,29,39.0681426,-94.5552489
CST N OAK TRFY & CST NE 94TH ST,29,39.2642856,-94.57566729999999
CST CHOUTEAU TRFY & CST N ANTIOCH RD,29,39.1843686,-94.5412689
CST E 75TH ST & RP 1020307,29,39.0997265,-94.5785667
CST NW AMBASSADOR DR & RP 901505,29,39.2922765,-94.6808923
CST DR MARTIN LUTHER KING JR BLVD & CST SNI A BAR RD,29,39.034736,-94.51807319999999
CST CLEAVER II BLVD & RP 982825,29,39.0429242,-94.5598962
CST E 63RD ST & IS 435,29,39.0133838,-94.5823983
CST E 23RD ST & RP 5912,29,39.0997265,-94.5785667
CST N OAK TRFY & IS 29,29,39.1860873,-94.5741738
CST E 12TH ST & CST GRAND BLVD,29,39.0998744,-94.58091929999999
CST 155TH ST & CST SCOTT AVE,28,38.843812,-94.53224349999999
CST E 11TH ST & US 71,28,39.0966226,-94.5729289
IS 670 & RP 282757,28,39.0997265,-94.5785667
CST N BRIGHTON AVE & IS 35,28,39.1126248,-94.5233682
CST E 31ST ST & CST LINWOOD BLVD,28,39.0689527,-94.5239352
CST BROADWAY BLVD & CST W 36TH ST,28,39.0621628,-94.59045599999999
CST E 41ST ST & CST GILLHAM RD,28,39.0527868,-94.5793755
CST E 11TH ST & CST HOLMES ST,28,39.1008654,-94.575019
CST BLUE RIDGE BLVD & RP 103974,28,38.9519734,-94.5080648
IS 35 & RP 905987,28,37.9418219,-96.7515814
CST E WINNER RD & CST WALLACE AVE,28,39.1069273,-94.4832531
CST ST JOHN AVE & CST VAN BRUNT BLVD,28,39.1127071,-94.52569559999999
CST ROME CIR & CST ROME CIRCLE ENTRANCE,28,39.29580869999999,-94.7184611
CST E 27TH ST & CST THE PASEO,28,39.0775319,-94.56525889999999
CST E 22ND ST & RP 279000,28,39.0997265,-94.5785667
CST 63RD ST TFWY & CST HARDESTY AVE,28,39.0952547,-94.5193101
CST BROADWAY BLVD & IS 35,28,39.1084525,-94.5883958
CST E 12TH ST & CST THE PASEO,27,39.099276,-94.563552
CST WARD PARKWAY MEDIAN XING & CST WARD PKWY,27,38.9864057,-94.6046077
CST PENNSYLVANIA AVE & CST WARD PKWY,27,39.0000236,-94.6030197
IS 35 & IS 70,27,39.1065947,-94.57282939999999
CST BROADWAY BLVD & IS 70,27,39.1084525,-94.5883958
CST SOUTHWEST TRFY & CST W 33RD ST,27,39.0677433,-94.5947015
IS 35 & RP 5952,27,37.9418219,-96.7515814
CST W MEYER BLVD & CST WORNALL RD,27,39.0122801,-94.5931677
MO 150 & RP 1005558,27,39.0997265,-94.5785667
CST BELLEVIEW AVE & CST ROANOKE PKWY,27,39.0436631,-94.5984744
CST E 31ST ST & CST MICHIGAN AVE,27,39.0700844,-94.56098589999999
CST INDEPENDENCE AVE & CST JACKSON AVE,27,39.1057035,-94.5330584
CST BELMONT AVE & CST E 12TH ST,27,39.0974987,-94.509982
CST HARDESTY AVE & CST WINNER RD,27,39.0991708,-94.51910509999999
CST BANNISTER RD & RP 5463,27,39.0997265,-94.5785667
CST LINWOOD BLVD & CST VAN BRUNT BLVD,27,39.0695257,-94.520865
CST BELLEVIEW AVE & CST W 47TH ST,27,39.0425252,-94.59853559999999
CST N CHESTNUT TRFY & CST NICHOLSON AVE,27,39.1242786,-94.5481983
CST E 10TH ST & CST THE PASEO,27,39.1016927,-94.5634243
CST W 25TH ST & IS 35,27,39.0830012,-94.5992713
CST ARMOUR BLVD & CST WYANDOTTE ST,27,39.0638799,-94.5880171
CST E 18TH ST & CST GRAND BLVD,27,39.0917217,-94.5813385
CST E 38TH ST & CST WARWICK BLVD,26,39.0583012,-94.58365400000001
CST E 59TH ST & CST THE PASEO,26,39.0189797,-94.57015369999999
CST INDEPENDENCE AVE & CST MAPLE BLVD,26,39.1065901,-94.55854029999999
CST NW BARRY RD & CST ROANRIDGE RD,26,39.2467902,-94.6549247
CST E 87TH ST & CST OLDHAM RD,26,38.9664862,-94.5014374
CST NW BARRY RD & RP 103613,26,39.2468075,-94.6569937
CST LOCUST ST & CST TRUMAN RD,26,39.0963998,-94.5833556
CST E 63RD ST & CST OAK ST,26,39.0136615,-94.58379269999999
CST E MEYER BLVD & CST SWOPE PKWY,26,39.0075554,-94.54233339999999
CST E 27TH ST & IS 70,26,39.07817,-94.5832554
CST BROOKSIDE BLVD & CST E 55TH ST,26,39.0275659,-94.5847888
CST E 12TH ST & CST TROOST AVE,26,39.0994836,-94.56991099999999
CST CLEVELAND AVE & CST E 39TH ST,26,39.0549825,-94.5397778
CST E 34TH TER & CST GILLHAM RD,26,39.0646358,-94.5809616
CST CLEAVER II BLVD & CST LEEDS TRFY,26,39.05647510000001,-94.5213806
CST TROOST AVE & CST TRUMAN RD,26,39.0953906,-94.5701143
ERM SOUTH IS 35 MILE 100 & IS 35,26,34.58765,-97.20513199999999
CST N BROADWAY BLVD & CST W 5TH ST,26,39.107591,-94.58821990000001
CST CHARLOTTE ST & CST E 22ND ST,26,39.0863714,-94.57461350000001
CST E 27TH ST & CST TROOST AVE,26,39.07773359999999,-94.5709744
CST BENTON BLVD & CST LINWOOD BLVD,26,39.0679539,-94.5494721
CST MEADOW LAKE PKWY & CST WARD PKWY,26,38.989933,-94.6039321
CST E 69TH ST & US 71,25,39.0015714,-94.5546742
CST BLUE RIVER RD & US 71,25,39.0966226,-94.5729289
CST BANNISTER RD & CST MARION PARK DR,25,38.9535024,-94.5360201
CST GENESSEE ST & CST SOUTHWEST BLVD,25,39.0741968,-94.60490130000001
CST MAIN ST & CST PERSHING RD,25,39.0833772,-94.590127
RP 105937 & US 71,25,39.0966226,-94.5729289
CST E 69TH ST & CST PROSPECT AVE,25,39.0016678,-94.5567327
ERM SOUTH IS 35 MILE 86 & IS 35,25,39.1522183,-94.5598183
CST TROOST AVE & IS 70,25,39.085315,-94.5705562
CST E 56TH ST & CST TROOST AVE,25,39.0253749,-94.5738993
CST N CORRINGTON AVE & CST NE PARVIN RD,25,39.1687226,-94.49624279999999
CST E 23RD ST & RP 5911,25,39.0997265,-94.5785667
CST E 17TH ST & CST HARDESTY AVE,25,39.090505,-94.5195432
CST 55TH ST & CST DR MARTIN LUTHER KING JR BLVD,25,39.0247923,-94.5043853
CST N HICKORY ST & CST NW BARRY RD,25,39.2463467,-94.5984495
CST BLUE PKWY & IS 435,25,38.919861,-94.400911
CST N ANTIOCH RD & CST NE ENGLEWOOD RD,25,39.1950713,-94.5485909
CST WYOMING ST & IS 670,25,39.1074805,-94.6052643
CST N MARSTON AVE & CST NW BARRY RD,25,39.2463937,-94.6074481
CST MILL CREEK PKWY & CST W 46TH ST,25,39.0431991,-94.5882427
CST ARMITAGE DR & CST BLUE RIDGE BLVD,25,38.9108744,-94.5199425
CST E 13TH ST & CST GRAND BLVD,25,39.0985463,-94.58098989999999
CST E 87TH ST & CST FREMONT AVE,25,39.0571469,-94.509708
CST 47TH ST & CST BLUE RIDGE BLVD,25,39.0365001,-94.4384875
CST HARRISON ST & CST LINWOOD BLVD,24,39.0681426,-94.5552489
CST E MEYER BLVD & RP 984187,24,39.0087939,-94.5667517
CST N INDIANA AVE & RP 277204,24,39.0997265,-94.5785667
CST SOUTHWEST BLVD NJ & IS 35,24,39.1522183,-94.5598183
CST BENTON BLVD & CST E 27TH ST,24,39.0769917,-94.54900819999999
CST DR MARTIN LUTHER KING JR BLVD & CST ELMWOOD AVE,24,39.0347769,-94.5315916
ERM SOUTH IS 29 MILE 08 & IS 29,24,39.2251259,-94.6505079
CST E 23RD ST & CST INDIANA AVE,24,39.0842686,-94.5429293
CRD STATE LINE RD & CST W 103RD ST,24,38.9420881,-94.60829299999999
CST W 39TH ST & CST WYOMING ST,24,39.0572161,-94.60374449999999
CST SOUTHWEST TRFY & CST W 40TH ST,24,39.0551266,-94.59567270000001
CST NW AMBASSADOR DR & CST SKYVIEW AVE,24,39.25788259999999,-94.6495869
CST NW BARRY RD & RP 227500,24,39.2468075,-94.6569937
CST BROADWAY BLVD & CST W 14TH ST,24,39.0974265,-94.5885461
CST E 23RD ST & CST WHEELING AVE,24,38.9383448,-94.5191186
CST SOUTHWEST BLVD & CST W 29TH ST,24,39.0755808,-94.6029873
CST BELMONT AVE & CST TRUMAN RD,24,39.0938738,-94.51017379999999
CST GRAND BLVD & IS 70,24,39.1137652,-94.58126639999999
CST BROADWAY BLVD & CST W 6TH ST,24,39.106563,-94.588038
CST E 41ST ST & CST PROSPECT AVE,24,39.0518468,-94.553782
CST W 14TH ST & CST WYOMING ST,24,39.0979199,-94.6036365
CST E 49TH ST & CST THE PASEO,24,39.0378929,-94.56816450000001
CST E MEYER BLVD & CST INDIANA AVE,24,39.0074569,-94.5471168
CST BLUE PKWY & CST CLEVELAND AVE,24,39.0652771,-94.5392548
CST BROADWAY BLVD & CST W 40TH ST,24,39.0543426,-94.5909057
CST E 87TH ST & CST NEWTON AVE,24,38.9670409,-94.5107421
CST BROADWAY BLVD & CST PENN VALLEY DR,24,39.0738662,-94.59025770000001
CST BLUE RIDGE BLVD & CST EASTERN AVE,24,38.9576542,-94.50301379999999
CST SUMMIT ST & CST WARD PKWY,24,38.9602967,-94.6006149
IS 435 & RP 286599,24,39.1945658,-94.76269
CST MAIN ST & CST W 43RD ST,24,39.0494769,-94.5925391
CST E 57TH ST & CST TROOST AVE,24,39.0235744,-94.5740009
CST E 68TH ST & CST THE PASEO,24,39.0037323,-94.5628182
CST E 51ST ST & CST THE PASEO,24,39.034248,-94.567102
CST W 63RD ST & CST WORNALL RD,23,39.0141133,-94.59315149999999
CST BROOKSIDE BLVD & CST WARD PKWY,23,39.0406947,-94.5859236
CST E 55TH ST & CST ROCKHILL RD,23,39.02725969999999,-94.5761302
CST CHARLOTTE ST & IS 70,23,38.996666,-94.5787063
CST ANDERSON AVE & CST BENTON BLVD,23,39.1115144,-94.5443701
CST BROOKLYN AVE & CST E 12TH ST,23,39.0990544,-94.5560483
CRD STATE LINE RD & RP 905554,23,38.9740714,-94.608178
CST HILLCREST RD & CST RED BRIDGE RD,23,38.9248927,-94.5230508
CST E 99TH ST & CST JAMES A REED RD,23,38.9444783,-94.4943246
CST HOCKER RD & US 40,23,39.0354344,-94.4110008
CST E 22ND ST & CST THE PASEO,23,39.0859725,-94.5655598
CST W 7TH ST & CST WYANDOTTE ST,23,39.105614,-94.58532509999999
CST DR MARTIN LUTHER KING JR BLVD & US 71,23,39.0966226,-94.5729289
CST LIBERTY ST & CST W 12TH ST,23,39.1003692,-94.5940243
CST RED BRIDGE RD & RP 904628,23,38.9248576,-94.5586874
CST N GREAT MIDWEST DR & MO 210,23,39.1594598,-94.4894471
CRD STATE LINE RD & CST W 133RD ST,23,38.8865367,-94.60789150000001
CST E WINNER RD & RP 902948,23,39.097835,-94.4646026
CST N WOODLAND AVE & CST NE COOKINGHAM DR,23,39.3035822,-94.5568218
CST E 13TH ST & CST MAIN ST,23,39.0986188,-94.5832824
CST MERCIER ST & CST WESTPORT RD,23,39.0499973,-94.60211699999999
CST DR MARTIN LUTHER KING JR BLVD & CST SWOPE PKWY,23,39.0366306,-94.5432263
CST N INDIANA AVE & CST NE BARRY RD,23,39.2495636,-94.5409287
CST BALTIMORE AVE & CST TRUMAN RD,23,39.0964569,-94.5845069
CST BEACON AVE & CST INDEPENDENCE AVE,23,39.1048392,-94.5086291
CST BROADWAY BLVD & CST W 12TH ST,23,39.1001275,-94.5884232
IS 670 & RP 944964,23,39.0997265,-94.5785667
CST NW AMBASSADOR DR & CST NW OLD TIFFANY SPRINGS RD,23,39.26133129999999,-94.64949209999999
CST CHOUTEAU TRFY & RP 5956,23,39.0997265,-94.5785667
CST E 17TH ST & CST JACKSON AVE,23,39.0909425,-94.53338099999999
CST ROCKWELL LN & CST WARD PKWY,23,39.0365784,-94.6000093
ERM SOUTH IS 29 MILE 28 & IS 29,23,39.2251259,-94.6505079
CST E WINNER RD & RP 226770,23,39.097835,-94.4646026
CST LINWOOD BLVD & CST MC GEE ST,23,39.0683177,-94.58136209999999
CST N OAK TRFY & MO 152,23,39.2549704,-94.6047934
CST N MERCIER RD & CST NW BARRY RD,23,39.24635019999999,-94.5966564
IS 35 & RP 282761,23,37.9418219,-96.7515814
CST DELAWARE ST & CST W 5TH ST,22,39.1080657,-94.5841026
CST HOLMES RD & RP 103963,22,39.0997265,-94.5785667
CST SOUTHWEST BLVD & CST W 27TH ST,22,39.07881,-94.6000806
IS 29 & RP 5420 NJ,22,38.9185379,-94.63785639999999
CST BENNINGTON AVE & CST TRUMAN RD,22,39.0937625,-94.50558079999999
CST E 45TH ST & CST PROSPECT AVE,22,39.0446083,-94.55417779999999
CST BLUE RIDGE BLVD & CST E 102ND ST,22,38.94010610000001,-94.5085368
CST BROOKLYN AVE & CST E 27TH ST,22,39.0772639,-94.55711439999999
CST EWING AVE & CST TRUMAN RD,22,39.0937063,-94.50334579999999
CST N BROADWAY BLVD & CST SOUTHWEST BLVD,22,39.0877538,-94.5890234
CST BROOKLYN AVE & CST E 35TH ST,22,39.0627984,-94.55783799999999
CST N BRIGHTON AVE & MO 152,22,39.2549704,-94.6047934
CST E 82ND TER & CST TROOST AVE,22,38.9795006,-94.5762914
CST E MEYER BLVD & CST ROCKHILL RD,22,39.0115884,-94.5769784
CST SOUTHWEST BLVD & CST W 31ST ST,22,39.0724136,-94.60741019999999
CST HAWTHORNE RD & IS 435,22,39.1339451,-94.4991332
CST BLUE PKWY & CST E 67TH ST,22,39.0059235,-94.5720758
CST ROME CIR & CST ROME CIRCLE EXIT,22,39.2954587,-94.7178538
CST ADMIRAL BLVD & CST CHARLOTTE ST,22,39.1052317,-94.5736664
CST E 87TH ST & CST HILLCREST RD,22,38.9671615,-94.5147769
CST CHOUTEAU TRFY & RP 227543,22,39.0997265,-94.5785667
CST KIMBALL DR & MO 210,22,39.1555556,-94.43810090000001
CST HICKMAN MILLS DR & US 71,22,39.0966226,-94.5729289
CST NE 104TH ST & CST NE COOKINGHAM DR,22,39.2790666,-94.4661654
CST W 39TH ST & CST WASHINGTON ST,22,39.0567694,-94.59150819999999
CST BROOKLYN AVE & CST E 39TH ST,22,39.0555957,-94.5580727
CST NORTH AMERISTAR DR & MO 210,22,39.1548703,-94.47712899999999
CST E 75TH ST & CST MAIN ST,22,38.99213950000001,-94.58956810000001
CST GILLHAM RD & CST LINWOOD BLVD,22,39.0689007,-94.5778144
CST SUMMIT ST & CST W 39TH ST,22,39.0569238,-94.59574669999999
CST BLUE PKWY & CST ELMWOOD AVE,22,39.0225093,-94.5322126
CST BLUE RIDGE BLVD & RP 227859,22,38.9519734,-94.5080648
CST HARLEM RD & US 169,22,39.2115143,-94.589467
CST BLUE PKWY & CST EASTWOOD TRFY,21,39.0311131,-94.5028221
CST BANNISTER RD & CST NOLAND RD,21,38.9452731,-94.4262024
CST BROOKSIDE BLVD & CST W 63RD ST,21,39.0140323,-94.5914901
CST HOLMES ST & CST LINWOOD BLVD,21,39.068878,-94.5766445
CST CLEAVER II BLVD & CST MC GEE ST,21,39.0420672,-94.5836798
CST E 29TH ST & CST JACKSON AVE,21,39.0724235,-94.5343006
BRIDGE A1126 & IS 35,21,39.1522183,-94.5598183
IS 29 & IS 635,21,44.0601515,-96.7587425
CST BLUE RIDGE BLVD & US 71,21,39.0966226,-94.5729289
CST E 44TH ST & CST THE PASEO,21,39.047066,-94.567989
CST E 31ST ST & CST HOLMES ST,21,39.0707081,-94.5765522
CST E 85TH ST & CST PROSPECT AVE,21,38.9726068,-94.55812379999999
CST N WYANDOTTE ST & CST NW BARRY RD,21,39.2464489,-94.58323399999999
CST E 25TH ST & CST TROOST AVE,21,39.0813501,-94.57078519999999
CST BROADWAY BLVD & CST KNICKERBOCKER PL,21,39.0627228,-94.5904243
CST N ANTIOCH RD & RP 5403,21,39.0997265,-94.5785667
CST BANNISTER RD & CST E 95TH TER,21,38.9527327,-94.5160521
CST N BROADWAY BLVD & IS 35,21,39.2405218,-94.5852191
CST BANNISTER RD & CST ELM AVE,21,38.95105,-94.4754116
CST CHERRY ST & CST E 27TH ST,21,39.0767337,-94.5774402
CST LAWNDALE AVE & CST ST JOHN AVE,21,39.1123406,-94.51520219999999
CST SOUTHWEST BLVD & CST W 28TH ST,21,39.0772689,-94.6014572
IS 70 & RP 103802,21,39.1139719,-94.6164971
CST SUMMIT ST & IS 670,21,38.904549,-94.6016777
CST N ANTIOCH RD & CST NE 53RD ST,21,39.1901569,-94.548763
CST DR MARTIN LUTHER KING JR BLVD & RP 279016,21,39.0997265,-94.5785667
CST TRUMAN RD & CST WALNUT ST,21,39.0963599,-94.58226309999999
CST HICKMAN MILLS DR & CST RED BRIDGE RD,21,38.9251008,-94.5245597
CST BROADWAY BLVD & CST W 42ND ST,21,39.0516453,-94.58925510000002
CST E 45TH ST & CST THE PASEO,21,39.045129,-94.5680943
CRD STATE LINE RD & CST RED BRIDGE RD,21,38.9292354,-94.6082153
CST INDEPENDENCE AVE & IS 29,21,39.1073247,-94.5811288
IS 70 & RP 905551,21,39.1139719,-94.6164971
CST E 57TH ST & CST PROSPECT AVE,21,39.0229205,-94.5554109
CST W 55TH ST & CST WARD PKWY,21,39.0282232,-94.6037174
IS 635 & RP 6029,21,39.0997265,-94.5785667
CST NW BRIARCLIFF PKWY & US 169,21,39.2115143,-94.589467
CST GENESSEE ST & CST W 39TH ST,21,39.0572581,-94.6049669
CST E 23RD ST & CST MANCHESTER TRFY,21,39.0754303,-94.4951882
IS 670 & RP 103764,21,39.0997265,-94.5785667
CST N CHURCH RD & CST NE 83RD TER,21,39.2433698,-94.46182929999999
CST LITTLE BLUE RD & CST NOLAND RD,21,38.9998935,-94.41628899999999
CST E 37TH ST & CST PROSPECT AVE,21,39.0590455,-94.5533971
CST BRUSH CREEK BLVD & CST TROOST AVE,21,39.0435568,-94.5728299
CST HARDESTY AVE & CST THOMPSON AVE,21,39.1070625,-94.5190193
CST E 59TH ST & CST ROCKHILL RD,20,39.0200298,-94.57653839999999
CST JACKSON AVE & CST ST JOHN AVE,20,39.1129401,-94.53268539999999
CST SOUTHWEST TRFY & CST VALENTINE RD,20,39.0613096,-94.59510039999999
CST E 30TH TER & CST VAN BRUNT BLVD,20,39.0702709,-94.52055519999999
CST CLEAVER II BLVD & CST E 31ST ST,20,39.068817,-94.5209701
CST NW 112TH ST & IS 29,20,39.2965263,-94.5808371
CST N NORTHWOOD RD & CST NW PRAIRIE VIEW RD,20,39.2031267,-94.63143180000002
CST E 39TH ST & CST WABASH AVE,20,39.0554812,-94.55470659999999
CST E 67TH ST & MO 350,20,38.9737736,-94.440939
CST CLINTON PL & CST ST JOHN AVE,20,39.11299160000001,-94.5341935
MO 152 & RP 5405,20,39.2556341,-94.603027
CST BLUE RIDGE CUTOFF & RP 103833,20,39.0348653,-94.4776152
CST BELL ST & CST W 39TH ST,20,39.0573009,-94.60613380000001
CST E WINNER RD & RP 902949,20,39.097835,-94.4646026
IS 70 & RP 6098,20,39.1139719,-94.6164971
CST SOUTHWEST BLVD SJ & IS 35,20,39.1522183,-94.5598183
CST JAMES A REED RD & IS 470,20,38.9700185,-94.4931932
ERM NORTH IS 35 MILE 78 & IS 35,20,37.9418219,-96.7515814
CST MAPLEWOODS PKWY & MO 152,20,39.2549704,-94.6047934
CST CENTRAL ST & CST W 39TH ST,20,39.0566972,-94.5895144
CST BROADWAY BLVD & CST W 10TH ST,20,39.1024028,-94.58831769999999
CST INDEPENDENCE AVE & CST OAKLEY AVE,20,39.1051394,-94.51678849999999
IS 435 & RP 103827,20,39.1945658,-94.76269
CST W 99TH ST & CST WORNALL RD,20,38.9488236,-94.5962818
CST CLEAVER II BLVD & CST TRACY AVE,20,39.0416017,-94.57061639999999
IS 435 & RP 227846,20,39.1945658,-94.76269
CST W 20TH ST & CST WASHINGTON ST,20,39.0893003,-94.5900872
CRD STATE LINE RD & CST W 135TH ST,20,38.8837567,-94.60789749999999
CRD STATE LINE RD & CST BLUE RIDGE BLVD,20,38.8908789,-94.60799329999999
CST E 31ST ST & CST GILLHAM PLZ,20,39.0707964,-94.57891839999999
CST N CHURCH RD & CST N EVANSTON AVE,20,39.2460287,-94.4593405
CST E 34TH ST & CST TROOST AVE,20,39.0648628,-94.5716363
CST E 43RD ST & CST TROOST AVE,20,39.0489089,-94.5725407
ERM NORTH IS 29 MILE 60 & IS 29,20,39.2251259,-94.6505079
CST MADISON AVE & CST W 47TH ST,20,39.0424957,-94.5975984
CST E 63RD ST & CST MAIN ST,20,39.0138786,-94.58837369999999
CST SOUTHWEST TRFY & CST W 37TH ST,20,39.0595711,-94.59533139999999
CST 72ND ST & CST N BRIGHTON AVE,20,39.2239196,-94.5208589
CST BELLEVIEW AVE & CST W 45TH ST,20,39.0461404,-94.5983546
CST BROADWAY BLVD & CST W 43RD ST,20,39.0493981,-94.58828299999999
CST CLEAVER II BLVD & CST E 46TH ST,20,39.0430468,-94.5642503
CST JARBOE ST & CST WESTPORT RD,20,39.0498611,-94.59931859999999
CST N ANTIOCH RD & IS 35,20,39.1729309,-94.5488845
CST NW OLD TIFFANY SPRINGS RD & CST NW SKYVIEW AVE,20,39.2612793,-94.6557335
CST GUINOTTE AVE & IS 35,20,39.1171013,-94.5592018
CO EOR49N TO BLUE RIDGE BLVD & CST BLUE RIDGE BLVD,20,38.8897982,-94.5767299
CST N PLATTE PURCHASE DR & MO 152,20,39.2549704,-94.6047934
CST E 23RD ST & RP 5913,20,39.0997265,-94.5785667
BRIDGE L0654 & IS 35,20,39.1522183,-94.5598183
ERM SOUTH IS 29 MILE 50 & IS 29,20,39.2251259,-94.6505079
CST CLEVELAND AVE & CST INDEPENDENCE AVE,20,39.1058491,-94.5372467
CST BLUE RIVER RD & CST E 87TH ST,20,38.972176,-94.5438715
CST W 79TH ST & CST WORNALL RD,20,38.98507610000001,-94.5945667
IS 70 & RP 5984,20,39.1139719,-94.6164971
CST CLEAVER II BLVD & CST E 45TH ST,19,39.0436465,-94.5258004
CST E MEYER BLVD & RP 984134,19,39.0087939,-94.5667517
RP 901713 & US 169,19,39.2115143,-94.589467
CST E 19TH ST & CST MAIN ST,19,39.0904155,-94.5836832
CST CLEAVER II BLVD & CST MILL CREEK PKWY,19,39.0421567,-94.5880326
